tweet,label
ti ipá tipá la fi fẹ́ràn ṣàngó túlàsì ni ti lárúbáwá o gbọdọ̀ ṣe bẹ́ẹ̀ ni àì ṣe bẹ́ẹ̀ ńkọ́,0
mekunu lon pa mekunu ori gbogbo yin ti fokasibe ema bu ara yin lori awon omo o pa omo omo o pa omo omo o pa omo won jaiye ni melo melo eyin sufayo le gbe oro nigeria sori ti efi ake kori eti ku to,0
how dumb does it sound for a person calling for division and waryou and what weaponswán pa gbogbo yin dánu get aks get sophisticated weaponskoni kaluku farabale ko ronu,0
ojú ló ńkán ewúrẹ́ tó ńjẹ àlùbọ́sà ṣebí àlùbọ́sà náà ni wọ́n máa fi sè é the goat that is eating onions is simply,0
gej gba gbere fun boko haramu ni nijeria amo ro ojo bombu si egbe adaniloro isis ni ilu iraki ati siria,0
oro supereagles dabi eni to fi ogun odun pile were ojo wo lo too fee ja soja bee si ree akoko ko duro denikeni,0
ọ̀run nyabọ̀ ki ṣé ọ̀rọ̀ ẹnìkan ayé móoru heaven is collapsing is not a problem peculia,0
irú ìwà búburú wo ni ọ̀gọ̀rọ̀ ọ̀ṣọ́rọ́ ọmọdébìnrin òní kì í hù kíni ọmọkùnrin mu lọ́tí tí obìrin òde òní ò le è mu,0
end time goats awon ewure aye,0
ko jẹ́ peni lárungún ẹni tí ò yá ni lówó tí kò yá ni lásọ bó bá peni lárungún ijà ní ó dà,0
ẹ̀yin náà la bá ńbẹ̀ ẹ jẹ́ tètè padà sí ìlú yín kí ẹ fi èkó wa sílẹ̀ fún wa,0
ohun ti o n kan lominu die ni ti emenike ti awon kan ni ko nii le kopa ninu idije naa,0
ìran dánfó tó kọlu ayọ́kẹ́lẹ́ ní ~ ló fa súnkẹrẹfàkẹrẹ o òyìnbó rẹpẹtẹ á ti bọ́,0
àwọn òṣìṣẹ́ orílẹ̀ èdè nàìjíríà ò rọ́wọ́ họrí owó ń dá wọn lágara ṣe bó o ti mọ ẹlẹ̀wàa ṣàpọ́n layé gbà,0
látàrí gbólóhùn asọ̀ tó wà láàárín aláàfin awólẹ̀ àti àfọ̀njá ẹkùn aláàfin bẹ̀rẹ̀ sí í bú ramúramù ó fi èpè bọnú aláàfin fi èpè lé e fún àfọ̀njá,0
láàfin kẹ̀dẹ̀ré níṣe nìlùu gbẹ̀du yóò máa fọhùn pé ọba ti fayé sílẹ̀ lo dara pọ̀ mọ́n àwọn irúnmọlẹ̀,0
ẹ ti ẹ̀ gbọ́ ná ó jọ pé ọmọ àlè ni ogunlọ́gọ̀ dúdú tó wẹ̀ lódò ní nǹkan lọ́wọ́ tó ńbẹ lókè òkun tí ò yánwọ́ ọṣẹ àbí kí lẹ ní mo sọ,0
kí á tan iná pa agbọ́nrán ká fọ̀pá gbọọrọ pejò ká dìtùfù ká fi gbọ̀wẹ̀ lọ́wọ́ọ ṣàngó ní ìṣojúu mádiyàn lagaraá ṣe ńdáni,0
à ńwá a a ò rí i ọba wa là ń wá làwa ò rí o ọba rauf adéníyì àrẹ̀mú mátẹ̀mí olú ìkẹjà ó dojú àlá ó di gbére,0
nitori ohun ti a fe je ati ba ohun ti a fé jé jé bẹ́ẹ̀ ni àjẹ ìwẹ̀hìn tó ba ẹlẹ́dẹ̀ jẹ́,0
wọ́n fẹ́ pa moses wa o,0
ẹ máa wo aporo nílẹ̀ mo sì nílòo rẹ̀ gidi ganan àánú bọ̀bọ́ ẹ̀gbẹ́ àpò ṣe mí kò le è dìde ńlẹ̀,0
ni ọmọọba bá wí fún olùkọ́ àgbà ags wípé àbí ẹ fẹ́ ṣíwọ́ sókè lu ọba ni,0
ijoba ke ni ilu naija ni bo le ti fe ri ina loju popo nigbati awon eniyan o ni ina lati sun ni ile won,0
ìjọba ìpínlẹ̀ ọ̀sun kojú oro sí ìwakùsà lọ́nà àitọ́ ìjọba ìpínlẹ̀ ọ̀sun tí sọ ya nya pé ohun kò ní fojú ire wó àwọn tó ńwakùsà lọ́nà àibófin mu àti àwọn ti kò san owó orí tó yẹ,0
wọ́n ti da ọpọlọ wa rú dúdú ò dára ti wọ́n sọ ló fa arabíbó,0
idamewa kii se dandan pasitọ tunde bakare ijọ ti alufa ba n sanra ti awọn ọmọ ijo si n ru olorun ni yoo dajọ afeyin pẹran o e wo ekunrẹrẹ fidio yi nibi,0
ẹ rántí wípé àìrọ́mọbí ló sọ ìyá àwọn méjèèjì di agbérejó bẹ́ẹ̀ ló tún rí fún àwọn ọmọ,0
gej fi oye omowe dr ti o gba wole gbaa gbogbo ile to fi ito mo iri ti woo bayii afefe ti fe a ti ri fu,0
► èmi ò gbà ìwọ ò gbà,0
àná yìí náà ni mo tún ri kà pé ọ̀pọ̀ èdèe yíó di àwátì láìpẹ́ ►,0
lóde òní àwọn àsà yìí ti ń lọ díẹ̀ díẹ̀,0
fi dá lójú lànà pé òpó àwọn òṣìṣẹ́ lo dúró wámú wamu lati gba onídùúró ẹ jọ̀wọ́ ẹ báwa bèrè lọ́wọ́ ooo ṣe wọn tí dá silẹ lọgba ẹ̀wọ̀n àbí ó tún di ọjọ aje ni,0
ẹ ní kí wọ́n ó lọ ṣe ohun tí wọ́n bá fẹ́ ṣe ẹ ń dúró dè wọ́n họ́wù àgbà kì í ṣorò bí èwe è,0
iroju na kii se kekere afowo fa awon ara ilu eko ni eleyi nigba ti won ba ti gba naira bu,0
nileefe owo te dereba tanki petiroolu to n ji epo ta tolulope emmanuel,0
ti biafura ba fe lo eje ki won malo ko si eni ti oma juwe ile igbe fun agbepo omo karo ojire e je ki a so igba wa efi oro yanmiri sile,0
ọ̀rọ̀ ìgbésẹ̀ àwọn aṣòfin ìpínlẹ̀ ògùn láti da ifá ètò ìfọbajẹ nílànà ìbílẹ̀ ń kan mí lómi inú,0
omo sade fe ki so ijoba nijeria di oyeidile o fariga pe o pin ipo kan iya oloja,0
wọ́n ní ọwọ́ ara wa ni a fi fa ìfàkufà a ti tú ṣẹ́ ọlọ́run wò a ti da ètò tí a dá iléayé lórí lé rú nítorí àmọ̀jù,0
ile eko unilorin le awon akeko marun tefetefe fun orisirisi ese,0
yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àmọ́ báwo ló ṣe ṣẹlẹ̀ ganan,0
nǹkankan ti oyìbó ṣe sí wa tí n ò fi gba ti wọn bẹ́ẹ̀ jùjù ni bí wọ́n ṣe fi ọgbọ́n àrékérekè gba tọwọ́ wa dànù,0
what happened to our aare ona kakanfo afonja in ilorin kwara state should i say all these our leaders dont care about us kini n je ko si aye osi ooooo,0
oríṣìiríṣìi là ń rí ọ̀ràn tí ó sún kẹ̀rẹ̀ di tí ó wá tún sún kẹ́rẹ́ di yìí kọjá wẹ́rẹwẹ̀rẹ àwọn kan wọ́dẹ́ ń híhòhò wọ́n ń ṣokó làǹtìlanti kiri àwọn mìíràn tún gbájá wá wọ́n ń pé kí wọ́n máa bára wọn sùn,0
frederick fasehun olùdásílẹ̀ ẹgbẹ́ opc jáde láyé iroyin sọ pe alagba faṣeun jade laye ni owurọ ọjọ abamẹta ni ileewosan nla fasiti ipinlẹ eko lasuth ni ikẹja,0
ẹ sé àwọn ọmọlọ́mọ pa mọ́ yààrá ẹ ṣá iná síi ẹ tún dúnbú ẹni fẹ́ẹ feré gé e ìgbà wo la ó ṣe irú ìwọ̀nyí dà,0
ọ̀rún ya lé òronsẹn lórí ìbínú gba ọkànan rẹ̀ po ó fi ìtara fi ààfin sílè,0
eba was so fun awon wipe ile epo ni mekunu un duro si lati igba tiedi aare ema kabunkun o,0
o mọ jaguar ilẹ̀ ń jẹ èèyàn àwọn eléyìí sán lórí nínú ẹ̀fẹ̀,0
ta ni ò sàì ní wí pé à‎​jẹ́ àná ló pomo jẹ,0
ọ̀ṣììrì meaning ► enemy àtiwájú àtẹ̀yìn ni ọ̀ṣììrì wà enemies are both in the front and in the back,0
mo sì ti pinnu láti pa á ṣùgbọ́n ẹ̀rù ń bà mí nítorí òfin ilẹ̀ẹ wá ǹjẹ́ ẹ lè ràn mí lọ́wọ́ láti pa ọkọọ̀ mi ọmọbìnrin náà bí ìyáa rẹ̀ léèrè ìyá bá dá a lóhùn wí pé bẹ́ẹ̀ ni ọmọọ̀ mi mo lè ṣe ìrànlọ́wọ́ eléyìí,0
àbùkù nlá gbáà lójẹ́ pé kòsí irúfẹ́ ẹ̀rọ iṣẹ́abẹ tí wọ́n nílò ní adúrú naija,0
ọsán tó já ló sọ ọrún di ọ̀pá the bowstring that got broken was what turned the bow into a mere baton a minor i,0
in yorùbá ìpáyà is tension fear ìpáyà wà lórílẹ̀èdèe wá there is tension in our country,0
eba takiti ki e forisole jega ati o gbe se ran yin ti e ba se radarada yin tan ni ss ati se lo nibo,0
bí a bá ra aṣọ ẹgbẹ̀fà tí a sì nà á han eèyàn ẹgbẹ̀fà aṣọ ọ̀hún ò níyì mọ́ wisdom familiarity breeds contempt often what is excessively exposed loses value repost from,0
bí o ò kò bá jẹ́ irú orúkọ báwọ̀ní tí a ti dárúkọ tẹ́lẹ̀ẹ nì ìyẹn nipé orúkọọ̀ rẹ kì í ṣe ire o,0
ẹni tó ńsáré tó ńwo ẹ̀hìn ó di dandan kó fẹsẹ̀ kọ whoever keeps looking back while running will certainly stumbl,0
omo alaso noni aso omo asegi ta noni igi asiwere ni grand father owun le bu igi je cc,0
alainitiju ni ọbasanjọ kayode lo sọ bẹẹ wo ẹkunrẹrẹ̀ fidio naa nibi,0
ibẹ̀ làwọn ọmọàlè kan tí ò jẹ́ mọ́n nǹkankan ti ń yí orúkọ wọn t sí ohun tí wọn kò mọ ìtumọ̀ọ rẹ̀,0
omuti ni aare jonathan nijiria tu mo aare lori afi bi boko haram se gbajoba ti wan un yan fanda fanda ni ile hausa aare gej rerin abosi,0
with all due respect sir ẹ gbẹ́nu sọ́hùn,0
àti olùkọ́ èdè farancé obìrin gíga abilékọ àgòrò àfi bí ẹni orúkọ ńrò àwọn náà burú ju kiní kan báyìí lọ,0
ohun to wa seni laanu ni wipe awon ti a gbemi le lati sooto ohun ti awon naa o je k,0
òrò lęiyę ń gbó o ceęiyę o déédé bà lóòlé eòrò lęiyę ń gbó oló dífá fún ilé pdp tó ñ wó lówó,0
olójú ò ṣâ lè la ojú rẹ̀ sílẹ̀ kí tàlùbọ̀ ó kó wọ̀ ọ́ ọmọ adú bẹ̀rẹ̀ sí í rí ète èèbó a bẹ̀rẹ̀ sí í kọ̀ ọ́ fún wọn,0
a bí wa nílé ẹran a sì ń hùwà àgùntàn ṣé nítorí olùbọ̀bọ̀tiribọ̀ yìí náà ṣá ṣíọ̀ kẹ̀lẹ̀bẹ̀,0
maa je gbogbo semo yin tan raurau maa deh fo awoigba yin mole kí ló dé nígbàtí o jẹun tán tí o wa ń wá bẹ́kùnbẹ́kùn,0
ìṣe + kú + ìṣe = ìṣekúṣe ọmọ + kí + ọmọ = ọmọkọ́mọ ìran ++ ìran = ìrandíran,0
àgbẹ̀ tó jẹun yó tó fọ́ akèrègbè ti gbàgbé pé ọjọ́ òǹgbẹ ṣì ńbọ̀ the farmer who ate and had his fill but who then,0
àwo náà fọ́ yányán ọ̀mùtí sùn ológun jà fitafita,0
tí wọ́n bá ní èèyàn lóògùn ìkà dé góńgó orúkọ wo ni wọ́n máa ń fi ṣe àfiwé a ògbùró b ẹ̀gbẹ̀jí d àrọ̀nì,0
ẹ gbàmí ẹja tútù ni àwọn wọ̀nyí ń kó jẹ bí ẹní jẹ̀bà o,0
opo awon eniyan ti won se bigimanu lode nise owo won ko se e ri,0
asofin ema binu o omowe ti ye ye yin o wan so wipe aja ni yin wan ni baja ba n gbo,0
tó jẹ́ pé nínú àwẹ̀ wọ́n tún lọ kọlu mọ́sálásí wọn kò mọ pé ọlọ́run tí wọ́n npè kò faramọ́ nka tí wọ́n nṣe ni,0
àwọn ẹ̀gbá ka ìtakété sókè ìkòròdú sí ohun àbùkù sí ẹ̀gbá ní ìbẹ̀rẹ̀ ọdún ẹ̀gbá rán ọmọ ogun ẹgbẹ̀fà sí ìkòròdú láti pa ìlú náà run àwọn ọmọ ogun ẹ̀gbá rọ̀gbà yí ìkòròdú ká nígbà tí ọ̀rọ̀ yìí dé etí ìgbọ́ ìjọba britain wéré ni wọ́n,0
ọ̀rọ́m̀pọ̀tọ́ àwọn ọmọ ogun ọ̀rọ́m̀pọ̀tọ́ lọ ká àwọn ọmọ ogun bàrìbà mọ́ ìlàyí ṣùgbọ́n omi ju ọkà lọ fún àwọn ọmọ ogun ọ̀yọ́ àwọn ológun ọ̀yọ́ ṣe akin lójú ogun gbọ̀nka mẹ́ta ni ó bá ogun lọ bí gbọ̀nka ìkíni ti bá ogun lọ aláàfin yan,0
ọ̀rọ̀ burúkú ńgboro ẹnu àbí ẹ ò gbọ́ ìyàwó ààrẹ ó ní kílódé táwọn obìnrin fi ń yíde nígbàtí àwọn obìnrin ò yíde,0
ìṣẹ̀ṣe ló bí ọ̀làjú àti àṣà ìgbàlódé ara ìṣẹ̀ṣẹ ni àṣà ìgbàlódé òní ti súyọ ọ̀làjú dàgbà tán ó fẹ́ lu baba àti yeye rẹ̀ pa,0
aare esikis sir ema binu o se wan se ogun magbele fun yin ni etun ti kori si ono equatorial guinea abi,0
ah ó mà ṣe o,0
káwí káfọ̀ ọ̀gá ṣójà ti gbọ́ nílé ó gbógun bọ̀ nílée táájù,0
losun awon osise ijoba farigawon lawon o gba idaji owo osu mo,0
ọ̀hun means poison in yorùbá ọ̀hun tó jẹ ló pa a the poison he ate killed him,0
yoruba mi ko fi be da mo yin ko ise via,0
shehu garba tí ó jẹ́ olùrànlọ́wọ́ pàtàkì fún ààrẹ buhari lórí gbígbé ìròyìn jáde bu ẹnu àtẹ́ lu ìwé àpilẹ̀kọ ọbásanjọ́ h,0
ẹ ti ẹ̀ gbọ́ nà tí nigeria bá fọ́n dagbè ká pínyà bí wọ́n ti ṣe ńsọ ṣébi ò ní nà wá ń pàsán nílẹ̀ yoòbá báyìí,0
ọ̀ràn ► matter trouble issue wúrà ló dá ọ̀ràn sílẹ̀ = wúrà is the cause of the matter is gold,0
oniregbe aladugbo ati olojukokoro,0
ojú pípọ́n ò ran sìgá,0
ó mà ṣe o jonathan ti jó gbẹ̀du rẹ̀ tán nijó kàn báyìí,0
ogoji eniyan ipinle taraba ni o fi ara pa ni bi ija elesi mesi,0
ẹni tí a kò bá lù ní ìpèbí kò le è jẹ ọba,0
wọ́n á ní kí ló pa á kò kú sí hun tún ń pa ni lẹ́hìn ikú sábàbí ló yàtọ̀ọ̀tọ̀ ẹni ire nikú ń mú lọ aṣebi ń kọ́,0
pasiparo ponbele awon afeniferere o tile bikita pe yoruba o ri,0
ẹ ti bẹ̀rẹ̀ lálẹ́ yìí does everything have to do with village people well àwọn ẹlòmíì ni wọ́n ń ṣe ara wọn lóòótọ́ btw data is unavoidable for people like me,0
ọ̀pọ̀lọpọ̀ àwọn oníṣòwò ìjẹ̀bú pẹ̀lú àwọn tí ń gbé ní apòmù ọba ìwó bá gba àwọn ọmọ ogun ifẹ̀ lámọ́ràn láti pawọ́ pọ̀ pẹ̀lú àwọn ọmọ ogun ìjẹ̀bú láti jẹ òwu run nítorí wípé àsìkò láti gbẹ̀san ti sún mọ́ ilé kò pẹ̀ẹ́ kò jìnnà ni ìjẹ̀bú bá pe,0
à ṣé àwọn tí wọn ń pé àlàmú lájá kò sọ àsọrégè rárá bí ó tí lẹ̀ jẹ́ pé àbísọ rẹ̀ ni nítorípé àbíkú ni àlàmú jẹ́ ọmọ kan tí gbogbo abà má ń bẹ̀rù láti kò lọ́nà ní ibikíbi tí kò báà wù kó jẹ́ nínú ìlú ka ìtàn yìí ni,0
ọpọlọ wa ti yòòrò bíi ọsẹ lómi,0
lake ► adágúnodò in yorùbá wọ́n ní adágúnodò chad tí ń gbẹ they say lake chad is drying up,0
ó ga o ìwà jìbìtì wa náà ló fà á o,0
tí wọ́n bá fi igbá òfìfo ráńṣẹ́ sí ọba ó túnmọ̀ sí wípé kí ọba náà gba ẹ̀mí ara rẹ̀ ìlú ò fẹ mọ́ lórí oyè wọn ò dẹ̀ fẹ́ ba ṣe mọ́,0
odidi ojo maarun gbako bayi ojo mi loju ọkùnrin méjí tí ó lo ìwé ìrìnà ẹniẹlẹ́ni ni afurasí,0
kàyéfì ajinigbe jí ajinigbe gbé,0
àbá tó bá jẹ́ òótọ́ ni pé ẹ̀sìn lẹ̀ ń jà fún kílódé tí ẹ fi ń pa mùsùlùmú aláìṣẹ̀ àti ọmọ́dé àti àgbà,0
àwọn nìkan kọ́ o ó ń kó báwa náà pẹ̀lú ó ń fa ìfàsẹ́hìn ìlú,0
olofo lon binu ologo,0
kò sí bí òròmọadìyẹ ṣe gbọ́n tó kò lè mọ àwòdì bí ìyá a rẹ̀ no matter how smart the chick is it cant know the w,0
agba to lomi ninu kan kii pariwo,0
èyí ló mú mi padà sí bí mo ti ṣe bẹ̀rẹ̀ ọ̀ràn yìí ogun láyé ilé ayé ogun ni àjòjì la jẹ́ láyé,0
ẹni tí ò bá nírú ẹni,0
ahọ́n àteyín ńjà bẹ́ni méjì bá fìjà pẹ́ta kí ọ̀kan tutọ́ sókè fojú gbàá kí ẹnìkejì léríléka ó ní bí a ṣe ń yanjúu rẹ̀,0
ilu ibadan lale hmmm o ga o,0
yankolu yankolu ko wa tan bi gbe ogbeni aye dee sanle ni se ni aye dee yoke ogbontarigi olofofo linda ti pada sori afefe o,0
bí o kò bá gbàgbé ìṣẹ̀lẹ̀ láabi àná yóò fàfarapa fún òníì rẹ bẹ́ẹ̀ yóò sì bá ọjọ́ ọ̀laà rẹ jẹ́,0
ẹnu àwọn okoromando èkó ti wá wowò báyìí wọ́n ń lérí wọ́n ń léka wọ́n ń sọ̀rọ̀ ọba akiolú,0
ah ó kù díẹ̀ kódà tí ẹ bá sọ òkúta ní òkukù tí ò bá jábọ́ sórí òrùlé kan nílù u wa díẹ̀ níó kù,0
insectkòkòrò english name wasp orúkọ rẹ̀ ní yorùbá kòkòrò agbọ́n it is the insect that plays the big role in the yorùbá proverb ẹni bá jálé agbọ́n dandan ni kí agbọ́n ó taá also the idiomàkànlò èdè ọ́ fi ọwọ́ jálé agbọ́n,0
òṣé = to hiss pa òṣé pòṣé = hiss | ọkùnrin náà ńpòṣé ṣàràṣàrà the man hissed repeatedly in an annoying manner,0
obo lowo yin eyin oniranu burukuibo lo ti so pe,0
nitori owoori awon opc fiya je akano omoose aregbesola tolulope,0
ṣùgbọ́n ẹni ba ju ni lọ lè ju ni nù ìyà ni àwọn òwu tún bá bọ̀ láti ibẹ̀ ogójì nínú olórí àwọn ọmọ ogun òwu ló fi ẹ̀mí wọn di àwọn ọmọ ogun òwu bá ya lu ìgbẹ́ àwọn ọmọ ogun ìjẹ̀bú àti ifẹ̀ bá pààgọ́ sí ìlàoòrùn òwu ní abẹ́ igi ogúngùn èyí tíí ṣe,0
ẹ̀dùn ọkàn sì ni kí ọba tó jẹ́ igbákejì òrìṣà bá pa ìṣèṣe tì àwọn ọba wa ti fi ojú egbò ìṣèṣe tó fi wọ́n sóyè gbolẹ̀,0
ó mà ṣe o àjànàkúu ti pa koríko orí papá ìṣerée,0
yi o ti to bi òsú méta bayí ti aré oriléde nigeria ti sa pamó ni ìlu oke ókún ti amó si uk agbó wípe ara aréé oríléde ko ya,0
ai fii agba fun eni kan koo jee kii aiye o gunun elegbe mo nii mo beru agba ooo,0
óro ti o nbaninu jè ni ifipa bani lo pò larin awon ómó ti o ti balaga ati awon okunrin òrò yi fé ayéwo gidigidi,0
o doni fonfon a sun fonfon awon ota mi won o ni ji fonfon leta n sun o doni fonfon a sun fonfon,0
ó ṣeni láàánú nígbàtí mo gbọ́ pé ọmọ ọ̀kan lára sọ̀rọ̀sọ̀rọ̀ tí n fẹ́ràn pàdánù ọmọ rẹ̀ olúwatọ́ba,0
wọ́n á ní ojú ti ajọ̀sán ta ni mọ ìdí tí wọ́n fi wí bẹ́ẹ̀,0
o lodi si òfin kpe ki ènìkéni so e di erú sùgbón bi ilé èjó ba kpàse fun e,0
beeni o bi a se n baa lo yii afaimo ki awon atohunrinwa ma gbalu mo wa lowo,0
osun ija nbo laarin oloye bisi akande ati asiwaju tinubu tolulope,0
bí ẹ̀rọ amúnáwá bá kú araà mi á balẹ̀ pẹ̀sẹ̀ ariwo dákẹ́ ó ga fún o |,0
sugbọn dijú kí o se bi ẹni kú na ki o ri oun ti awọn eniyan yio sọ nipa rẹ,0
ìwọ ganan ni ìṣòro ìlọsíwájú èdè àṣà àti ìṣe èdè yorùbá bẹ́ẹ̀ ni mo sọ ìwọ tí ò ń ka túwìtì mi yìí púpọ̀ ńbẹ̀ jẹ́ tìrẹ,0
yẹ̀yẹ́ àwọn aṣòfin ilé ìgbìmọ̀ aṣòfin ìpínlẹ̀ rivers ní èdè yorùbá,0
àfikún owóorí tí ó bẹ̀rẹ̀ ní láyé luggard tó fa sábàbí ogun àdùbí náà ló fa,0
alágbèrè yí ó sanwó ìtanràn fún ọkọ obìnrin tí ó kùrùbọ́ ìdí fún ó sí ní òǹkà àtòrì tí yóò jẹ,0
bó lé lógún ọdún táa ti fi adẹ́mun jọba kò ní yé ọrùn ọ̀pẹ ẹ́ wò even after years of being crowned a king the palmwine tapper wont cease gazing at the palm tree with nostalgia old habits die hard,0
bi eniyan ba n yoleda oun buruku ma nyo won se nifrederick faseun isubu re yi o daa,0
awe ma da awon eyan wa lohun jare wan o mo ju ko ma sin oyinbo je ki won saa ma ka sa ori si ri si,0
smẹ̀ẹ̀smẹ̀ẹ̀ pọ̀jù òjòre kí ó lọ rọ́kú nílé,0
theres a ghost worker slot kò ní dáa fún anybody that steals government money àwọn ọmọ játijàti aláìnírònú akótilétà,0
kí lẹ rò pé ó wá fa ìdíwọ́ wa àbí àwa kọ́ ni òmìrán afirika mọ́ ni,0
awon ebi anikulapo ti ko i we is ijoba wipe awon o ni gba ebun lai je pe won toro idariji fun as,0
tó kú yẹn níláti mọ nǹkankan ni wọ́n fi pa á,0
ọ̀nàfun olúwarẹ̀ ganan ti bẹ̀rẹ̀ sí í ṣe bákanbákan njẹ́ iná ò ti bọ́ sára aṣọ báyìí,0
kiise pe agö naa bi ko se pe ibëru fojo nii se wa tan feku tan fë fi ëmi rë elë,0
aṣìwí ò tó àṣìsọ tó dífá fún ìyá ọba kan níjọ́ kíní àná tó pe ara rẹ̀ ní ìyá ọ̀bọ,0
nígbà tí àwọn tó kàwé gboyè rẹpẹtẹ wà nílú ò ríṣẹ́ tó ní láárí ṣe,0
a ní ìjọba wa mọ̀ọ́mọ̀ má pèsè iná aláyòlé fún wa ni o,0
ikú omi ní í pa ọ̀mọ̀wẹ̀ nǹkan tá a mọ̀ ọ́ jẹ ní í pa wá ni ò jẹ́ kí ẹ̀mí wa ó gùn ní í gé ẹ̀mí wa kúrú bí wọ́n ṣe ń gé,0
ihoho la ka ra wa ni gba ti moimoi n shoge lol for yorubas only,0
ti ja si igboro o o ni opuro ni fani wipe olusoaguntan cd ebu ti wan fi ta labukun,0
àgbà tó diyọ̀ eèpẹ̀,0
èé ṣe táṣà ilẹ̀ẹ wa kò fi kẹ́sẹjárí tó fi jẹ́ wípé àṣà aláṣà la di òṣùká sí tí a wá gbé karí èé ṣe tí a kò gbohun tí ó jẹ́ ti wa gẹ́gẹ́ bí olúborí èé ṣe tí à ń rí nǹkan ìbílẹ̀ẹ wa bí ẹ̀gbin àti ohun tí kò bá ìlànà ọlọ́run mu èé ṣe tí a kọ̀yìn sí tia,0
ẹni tó ńbẹ̀rù àti ṣubú àti dìde á nira fún un whoever is scared of falling will find it tough to rise be bullis,0
ète wọn ni fún wa láti gbé gbàrọgùdù ti wọn lárugẹ dípò ojúlówó tiwa,0
tibi tire loluwa da le aye paa paa inu ikoko dudu ni eko fun fun ti jadeawon jegudu jera ati ojelu ni,0
daddy egbo wan ni e o ti san owo awon osise fun be osu merin be ede gba owo epo robi fun ondo se iwa omoluabi yin re,0
gbogbo èèyàn oníwà tútù kọ́ lonínúure it is not everyone with quiet disposition who is kindnatured appearance can be deceptive be perceptive,0
ẹ̀yin ọmọ nàìjá àti eré bọ́lù àfẹsẹ̀gbá yìí ṣááááá ó ga o,0
àsìkò tó láti padà sílé bó yá wọ́n lu ewé mọ́dẹṣìnà ni a ò le è sọ ọ̀nà dàrú mọ́ wọn lọ́jú wọ́n ò mọ̀nà ìgboro mọ́,0
ẹ sì ní mùsùlùmí ni àwọn aráa ibí yìí ààwẹ̀ sì wà ńta fa,0
bí ìbàdàn ti di ìgboro lẹ́yìn tí àwọn ológun tẹ̀dó sí tàán ojú aláìníìkanṣe ni àwọn ológun fi ń wo àwọn àgbẹ̀ ọ̀pọ̀lọpọ̀ ọ̀dọ́kùnrin ni wọ́n kọ́ ní ọ̀nà ogun jíjà iṣẹ́ àgbẹ̀ kò yẹ ọmọ tí a bí ire ẹrú àti àwọn tí wọ́n kó lójú ogun ló yẹ kó ma dáko,0
kí ni èèwọ̀,0
àmọ́ olè iná tó kú níjọ́sí ṣèbí olè eérú ló fi bojú àbí jàndùkú ọ̀gẹ̀dẹ̀ tó kú níjọ́oníìí jàndùkú ọmọ rẹ̀ kó fi rọ́pò ni,0
èjìlù àti málàkì wá bẹ ọmọlẹ́bí wọn olúgbani olorì àdó wó àmọ́ ìròyìn ọba ti wàjà ni wọ́n dé bá àna wọn ti dòrìṣà,0
àìdúpẹ́ oore àná a máa mú oore súni í ṣe lack of gratitude for yesterdays kindness makes future acts of kindness,0
sùgbón a tún le so wípé wèrè la fi ń wo wèrè,0
haha ẹ máa gbọ́ nkan ṣé ọmọ ọlọ́mọ là ń ránṣẹ́ dé tòrutòru,0
àwọn ọ̀rẹ́ẹ rẹ̀ ní ìfẹ́ ìwé ló pa á,0
àgbá òfìfo ló ńpariwo èyí tó lómi nínú kì í dún its empty vessels that are noisy those filled with water are not,0
bíi ti blaise compaoré olóṣèlúu burkinabé alpha condé ń forí lé ibi ìparun ǹjẹ́ yó leè gbóhùn inúbíbí àwọn aráa rẹ̀ bí ó di ọjọ́ iwájú kí á tó mọ̀ ní báyìí ṣá ọkọ̀ ojú omi ti ń ré concerned citizen,0
ẹni tó jí ò tíì yó ẹni tó sùn ní wọn ò jí òun jẹun the person awake is not satisfied yet the one asleep complain,0
ìpa nípa ẹran ni wọ́n ń fi akin èèyàn tó dojú ìjà kọ wọ́n ẹrú ni wọn yóò di aláìlágbára ṣe,0
kí ẹní mọ̀ wọ́n ó bá wa wí fún wọn kí wọ́n ó lọ sẹ́mpẹ́,0
àdó olóró náà ró gbàù omi ẹ̀rọ ń kán tó tó tó adéṣẹwà yasó pùú fún wa ní ìfìrósínròójẹ kan,0
ọ̀kan la jẹ́ tẹ́lẹ̀ rí tẹ̀gbọ́n tàbúrò ọmọ ìyá ọmọ bàbá kí ẹ̀sìn tó wá tú wa ká,0
fe dẹkùn ajebanu àti ṣíṣe ijoba makumaku ṣùgbọ́n ó ń ṣe ìpàdé idakonko pelu bàbá ìsàlẹ̀ jegudujera ibb oby nàìjíríà safarawe butiku mo gbádùn ẹ abewo yìí gan ni a pè ní obytiku,0
won je ayo na ti ni aja kini anfani ninu ki a binu si eni ti olorun gbega iparun ni eda to ba se iru eyi wa,0
ohun tí ẹ̀sín máa dá álẹ̀ apá ẹ̀sìn fún ra rẹ̀ ò ní ká a èmi ni ìwọ kọ́ lójoojúmọ́ ayé èyí ló dáa jù lọ tọ̀hún ò dára tó,0
awon obinrin egba yari o won lawon yoo rin ihooho loo bawon asofin labuja,0
abi kayefi gbaa nje eniyan a wa maa ru eru eleru ko fa tie lowo ni,0
omíyalé òrìṣà omiodò ya ilé | ►,0
